t,o,h,l,c,v
1728108000,62118.1,62225.9,62039.8,62196,1963160
1728111600,62196,62240.9,62041.7,62041.7,2422865
1728115200,62041.8,62175.9,62041.7,62133.2,1484163
1728118800,62134,62298,62110.7,62220.6,2576276
1728122400,62220.5,62243,62165.9,62184.4,1077637
1728126000,62182.9,62205.3,62130,62147.5,985827
1728129600,62147.5,62277.9,62147.4,62277.9,1178665
1728133200,62277.9,62339.3,62064.1,62118.9,3744554
1728136800,62118.9,62216.3,62055.7,62158.2,2375196
1728140400,62158.2,62193.6,62077.2,62124.5,1161756
1728144000,62124.5,62158.1,61926,61926,2599922
1728147600,61926,62015.5,61871,61990.5,2143340
1728151200,61990.5,62029.9,61810,61834.5,1726476
1728154800,61832.5,61886.9,61761,61827.7,1714695
1728158400,61827.8,61827.8,61684.1,61701,1806327
1728162000,61701,61927.6,61670,61832.6,1228827
1728165600,61832.7,62070.3,61827.1,62017.6,1786136
1728169200,62017.5,62080,61946.5,62028.9,888120
1728172800,62028.9,62072.4,61852.4,61894.2,1242837
1728176400,61894.3,62133.4,61886.3,62061.9,2957675
1728180000,62062.7,62090.6,61911.8,61937.8,2269258
1728183600,61935.1,61997.9,61840.5,61853.5,2253626
1728187200,61854.3,61940,61786.9,61855.1,1545031
1728190800,61855.2,61950,61810.6,61917.9,1626676
1728194400,61917.8,61997.3,61844.9,61934.7,1412404
1728198000,61934.7,61981.7,61912.5,61920.9,665161
1728201600,61921,62055,61895.5,61967.6,2066357
1728205200,61967.6,62142,61944,62041,1657889
1728208800,62041.2,62057.5,61979,61991.9,1003554
1728212400,61991.9,62124,61976.6,62066,1484286
1728216000,62065.1,62198.9,62032.7,62183.6,1941197
1728219600,62183.6,62316.9,62183.5,62206.6,4375452
1728223200,62206.6,62744.9,62145.6,62680,8931360
1728226800,62680,62731.4,62410,62682.2,5728420
1728230400,62682.2,62888,62563.6,62566.1,6165779
1728234000,62563.5,62722.4,62508,62551.7,2275151
1728237600,62551.1,62731.3,62551,62681.4,1609516
1728241200,62681.4,62966,62544.9,62598.3,4137633
1728244800,62596.7,62736.1,62547.7,62593.3,1753197
1728248400,62592.3,62628.1,62268,62273.8,4216925
1728252000,62273.8,62598.8,62272.9,62581.1,2372848
1728255600,62581,62880,62581,62787.8,4174783
1728259200,62787.7,63688,62618.5,63643.3,14938432
1728262800,63643.2,63950,63625.7,63785.5,11165228
1728266400,63785.5,63911,63566,63604.2,4832232
1728270000,63603.1,63734.6,63302.2,63499.2,6521283
1728273600,63499.3,63647.8,63431.2,63446.7,3234391
1728277200,63446.7,63606.9,63333.6,63364.3,3264680
1728280800,63364.2,63695.8,63282,63673.5,3399061
1728284400,63673,63683.1,63407.7,63511.5,2755180
1728288000,63511.5,63679.9,63487.4,63520.5,3117922
1728291600,63520.4,63520.5,63060,63193.6,8280965
1728295200,63193.6,63202.1,62855.6,62875.8,6512168
1728298800,62875.7,63170,62606.6,63133.4,8529663
1728302400,63133.3,63133.4,62808.8,62869.5,3780093
1728306000,62869.4,63548.8,62803.8,63435.2,9419888
1728309600,63435.3,64434,63432.2,63951.7,18374301
1728313200,63952,63970.3,63500,63626.8,9620718
1728316800,63627.7,63860,63404,63797.1,3614019
1728320400,63797.1,63888,63503.9,63798.9,3750784
1728324000,63798.9,63798.9,62708,62823.1,8859794
1728327600,62830.6,63440.5,62830.6,63349.1,6473637
1728331200,63348.5,63429.5,62953.7,63000,2835142
1728334800,62999.9,63346.9,62972.8,63346.9,2080101
1728338400,63347,63349.2,62418,62441.6,7773780
1728342000,62440.6,62646.3,62085.8,62200,9535511
1728345600,62200,62560.5,62132.1,62524.7,5054401
1728349200,62524.7,62699.9,62288.1,62600.7,3993973
1728352800,62601.1,62762.8,62388.6,62751.2,4031829
1728356400,62751.2,62790,62520.7,62600,3196021
1728360000,62600,62747,62500.1,62655.2,4339450
1728363600,62654.3,62693.5,62275.6,62487.2,6323052
1728367200,62487.2,62500.1,62167.5,62479.5,4565517
1728370800,62479.5,62479.6,61966.9,62287.9,6771104
1728374400,62287.6,62417.4,62157.7,62387.5,2667560
1728378000,62387.5,62570,62270,62506.1,3685347
1728381600,62506.1,62566.8,62377.4,62494.5,3161183
1728385200,62494.5,62635,62440.1,62591.7,2075545
1728388800,62591.8,62639.6,62384.1,62411,2060244
1728392400,62405.1,63029.7,62292.1,62995.2,9411717
1728396000,62995.3,63167.5,62132.5,62744.7,16292117
1728399600,62744.8,62808.5,61841,62257.3,14074513
1728403200,62257.3,62577,62013,62537.1,6248703
1728406800,62537.1,62537.2,62050.6,62366.6,4866014
1728410400,62366.7,62490,61905.1,62086.7,4112269
1728414000,62086.7,62339.5,61842.6,62224.1,5677300
1728417600,62224.3,62376.5,62114.7,62359.8,1859194
1728421200,62361.3,62540.5,62286.9,62406.1,1723772
1728424800,62406,62423.7,62120.9,62148.8,2187346
1728428400,62148.8,62243,61987.9,62125.9,2969535
1728432000,62126,62237.5,61969.9,62130.2,3158267
1728435600,62130.2,62474.3,62077,62378,4806905
1728439200,62377.9,62393.5,62233,62237.8,2183529
1728442800,62237.7,62430,62122.1,62361.2,3154186
1728446400,62361.1,62409.6,62266.9,62315.9,1253058
1728450000,62315.8,62517.9,62314.1,62498.3,3141502
1728453600,62498.3,62512.6,62340.7,62400.2,2616024
1728457200,62399.7,62399.8,62165.7,62240,2451815
1728460800,62239.9,62261.4,62021.9,62125.8,3530589
1728464400,62126.2,62259.4,62079.5,62240,2081809
1728468000,62240,62240.1,62033.5,62133.7,2370436
1728471600,62133.7,62204.7,62080,62181.7,1177564
1728475200,62181.7,62209,61721.6,61961.7,9506700
1728478800,61961.7,62038.6,61739.3,61789.8,8058133
1728482400,61789.8,62009.9,61627.1,61858.4,7714440
1728486000,61858.4,62387.6,61763.8,62281,11191327
1728489600,62281.1,62319.5,61666.6,61792.5,10414655
1728493200,61792.4,61884.4,61653,61735.3,2655751
1728496800,61735.4,61809.2,61083.6,61177.3,10873259
1728500400,61177.3,61200,60803.5,61022,8277297
1728504000,61023,61109.6,60266,60407.4,12952108
1728507600,60404.4,60941.3,60347.3,60875,5889412
1728511200,60874.1,60883.9,60673.6,60778.9,2855468
1728514800,60778.8,60809.9,60578.6,60613.2,2770160
1728518400,60613.1,60673.7,60335.8,60428.5,6754234
1728522000,60428,60843.1,60418.5,60782.3,6199071
1728525600,60782.3,60916.6,60682.9,60856,3645841
1728529200,60856,60932.8,60793,60837.2,2001235
